# COMPETICAO: Rally Barretos 2025
# ARQUIVO_ORIGEM: Result-Acumulado-CBR-Cat_Rally_5_Light-Nova_Italia25-Of-v2a.pdf
# INFO_GERAL: RALLY NOVA ITALIA 18/10/2025 - 18:00:00 | Resultados Oficiais | Campeonato Brasileiro e Gaucho de Rally de Velocidade 2025 | Categoria: Rally 5 Light | ACUMULADO ATÉ SS8: SS Odontotop / Mariano Moro 2 - (126.7km) | Campeonato Brasileiro | Penal TOTAL

POS;NUM;PILOTO_INFO;(POS)CAT;SS1;SS2;SS3;SS4;SS5;SS6;PENAL BONUS
NC;208;ALEXANDRE MARTINI (RS) EVANDRO FRIGO (SC) Peugeot 207 HB Rally Nova Prata;(NC)R5L;00:08:20.24 (1);00:11:37.83 (1);00:08:05.60 (1);00:11:30.63 (1);00:08:04.86 (1);00:11:34.62 (1);* * * * * *
NC;44;EDUARDO TONIAL (RS) MURILO SPIRONELO (RS) Peugeot 206 ACE / Tonial / GTS;(NC)R5L;00:08:20.91 (2);00:11:54.38 (2);;;;;* * * * * *
