# COMPETICAO: Rally Barretos 2025
# ARQUIVO_ORIGEM: Result-Acumulado-FGA-Cat_SSV-Nova_Italia25-Of-v2a.pdf
# INFO_GERAL: RALLY NOVA ITALIA 18/10/2025 - 18:00:00 | Resultados Oficiais | Campeonato Brasileiro e Gaucho de Rally de Velocidade 2025 | Categoria: SSV - UTV Production | ACUMULADO ATÉ SS8: SS Odontotop / Mariano Moro 2 - (126.7km) | Campeonato Gaucho | Penal TOTAL

POS;NUM;PILOTO_INFO;TEMPO;TOTAL DIF.LIDER DIF.ANTERIOR;(POS)CAT;SS1;SS2;SS3;SS4;SS5;SS6;SS7;SS8;PENAL BONUS
1;37;RODRIGO VARELA (SP) MARCO MARINI (RS) Can-Am Maverick R Varela Can-Am Monster Energy;01:19:12.88;01:19:22.96;(1)SSV;00:07:08.86 (1);00:10:13.39 (1);00:07:09.28 (1);00:10:18.74 (1);00:06:52.61 (1);00:09:44.48 (1);00:14:03.12 (1);00:13:52.48 (1);00:00:10.08 * * *
