# COMPETICAO: Rally Barretos 2025
# ARQUIVO_ORIGEM: Result-Acumulado-CBR-Cat_Rally_4-Nova_Italia25-Of-v2a.pdf
# INFO_GERAL: RALLY NOVA ITALIA 18/10/2025 - 18:00:00 | Resultados Oficiais | Campeonato Brasileiro e Gaucho de Rally de Velocidade 2025 | Categoria: Rally 4 | ACUMULADO ATÉ SS8: SS Odontotop / Mariano Moro 2 - (126.7km) | Campeonato Brasileiro | Penal TOTAL

POS;NUM;PILOTO_INFO;(POS)CAT;SS1;PENAL BONUS
NC;15;LEANDRO BRUSTOLIN (RS) ANDREY KARPINSKI (RS) Renault Clio ACE/Fly Competition;(NC)RC4;00:08:01.42 (1);* * * * * *
